       2238.,  -2.66554593740997E-03,  -3.08814437200271E-03,  -1.30000000000000E-02
       2239.,  -3.05200406009020E-03,  -3.52508254086973E-03,  -1.30000000000000E-02
       2240.,  -3.41135593833219E-03,  -3.93137378549160E-03,  -1.30000000000000E-02
       2241.,  -3.80754181046755E-03,  -4.37931036475467E-03,  -1.30000000000000E-02
       2263.,  -1.75523857012065E-03,  -3.04016238285351E-03,  -1.36633765253582E-02
       2264.,  -2.00361306976168E-03,  -3.47035963553627E-03,  -1.37643667872626E-02
       2265.,  -2.28940312640505E-03,  -3.96536253394058E-03,  -1.38805703939605E-02
       2266.,  -2.54082933507689E-03,  -4.40084550171462E-03,  -1.39828014953824E-02
       2289.,  -1.21310777450976E-03,  -3.46854849835520E-03,  -1.30000000000000E-02
       2290.,  -1.37882386235536E-03,  -3.96358484974668E-03,  -1.30000000000000E-02
       2291.,  -1.56942431143727E-03,  -4.53295715459494E-03,  -1.30000000000000E-02
       2292.,  -1.78709404232185E-03,  -5.18319232962430E-03,  -1.30000000000000E-02
       2293.,  -2.08204235377706E-03,  -6.06427839586009E-03,  -1.30000000000000E-02
       2300.,  -3.64883241910042E-03,   5.96679886069477E-03,  -1.30000000000000E-02
       2328.,  -1.34163850800338E-03,   3.85250268275301E-03,  -1.30000000000000E-02
       2329.,  -1.52680900078517E-03,   4.40565431892647E-03,  -1.30000000000000E-02
       2330.,  -1.73869348087100E-03,   5.03860746971468E-03,  -1.30000000000000E-02
       2331.,  -2.08261172925683E-03,   6.06597926608785E-03,  -1.30000000000000E-02
       2353.,  -2.00361307005291E-03,   3.47035963604070E-03,  -1.37643667873810E-02
       2354.,  -2.28940312674014E-03,   3.96536253452098E-03,  -1.38805703940968E-02
       2355.,  -2.54083091916446E-03,   4.40084824543478E-03,  -1.39828021394800E-02
       2356.,  -2.81727681764874E-03,   4.87966658715358E-03,  -1.40952063666880E-02
       2378.,  -2.39729722686311E-03,   2.78485639975257E-03,  -1.30000000000000E-02
       2379.,  -2.74315323902398E-03,   3.17588891731790E-03,  -1.30000000000000E-02
       2380.,  -3.14094389461261E-03,   3.62563990052890E-03,  -1.30000000000000E-02
       2381.,  -3.80754644206865E-03,   4.37931560134612E-03,  -1.30000000000000E-02
       2417.,   3.51046419562457E-03,  -6.63373893686565E-04,  -1.30000000000000E-02
       2418.,   4.00743510036072E-03,  -7.64409269501532E-04,  -1.30000000000000E-02
       2419.,   4.57937422195393E-03,  -8.80685863448477E-04,  -1.30000000000000E-02
       2420.,   5.23705729930129E-03,  -1.01439440906688E-03,  -1.30000000000000E-02
       2421.,   6.25137025024820E-03,  -1.22060666257359E-03,  -1.30000000000000E-02
       2443.,   4.00748084121214E-03,   0.00000000000000E+00,  -1.37644185687262E-02
       2444.,   4.57936731649797E-03,   0.00000000000000E+00,  -1.38806844595527E-02
       2445.,   5.23696879838340E-03,   0.00000000000000E+00,  -1.40143764166182E-02
       2467.,   3.61048328384797E-03,   6.83708013996260E-04,  -1.30000000000000E-02
       2468.,   4.12237829116484E-03,   7.87777495628233E-04,  -1.30000000000000E-02
       2469.,   4.71118265239014E-03,   9.07482833206240E-04,  -1.30000000000000E-02
       2470.,   5.38765441075521E-03,   1.04501116269851E-03,  -1.30000000000000E-02
       2471.,   6.25503054013590E-03,   1.22135080827884E-03,  -1.30000000000000E-02
       2495.,   1.20878762359033E-03,   3.88645526467820E-03,  -9.77835112283564E-03
       2519.,   1.34096082823527E-03,   2.32261228546314E-03,  -9.88437052450266E-03
       2520.,   1.51652012986576E-03,   2.62668991562847E-03,  -9.49980037152130E-03
       2521.,   1.71723349895080E-03,   2.97433566864208E-03,  -9.06012915878831E-03
       2522.,   2.00244309415642E-03,   3.46833317834436E-03,  -8.43536535167983E-03
       2523.,   2.21529300360613E-03,   3.83700003589771E-03,  -7.96910852860684E-03
       2552.,   2.76030480842405E-03,   2.98894544003087E-03,  -9.77947042285641E-03
       2619.,   2.76030556490036E-03,  -2.98894623369067E-03,  -9.77946963179892E-03
       2643.,   1.34103251638207E-03,  -2.32273645297567E-03,  -9.88421348855343E-03
       2644.,   1.51680735408327E-03,  -2.62718740256632E-03,  -9.49917119459798E-03
       2645.,   1.71792318984238E-03,  -2.97553024830777E-03,  -9.05861836141549E-03
       2646.,   2.00244320092980E-03,  -3.46833336328125E-03,  -8.43536511778820E-03
       2647.,   2.21529314648144E-03,  -3.83700028336495E-03,  -7.96910821563242E-03
       2675.,   1.07222341500123E-03,  -3.42167442070720E-03,  -1.01278598599193E-02
       2676.,   1.20835027753176E-03,  -3.88496680681424E-03,  -9.77947042246896E-03
       2767.,  -3.96865617888229E-03,  -8.96021631234507E-04,  -9.77946961137589E-03
       2768.,  -4.50222587536705E-03,  -1.02536102555756E-03,  -9.38335746403771E-03
       2791.,  -2.68191348295404E-03,   0.00000000000000E+00,  -9.88437947672126E-03
       2792.,  -3.03300749428309E-03,   0.00000000000000E+00,  -9.49983625857884E-03
       2793.,  -3.43438831059613E-03,   0.00000000000000E+00,  -9.06021534274104E-03
       2794.,  -4.00489649136877E-03,   0.00000000000000E+00,  -8.43535406703767E-03
       2795.,  -4.43058800706660E-03,   0.00000000000000E+00,  -7.96910633822367E-03
